2,8,0,49.21767816,120.0000358,40,40,40,0,0,0,0,1,0,0,1
1,9,40.18522341,116.2200056,120.0000358,0.3704468179,134.3746549,0.3704468179,0,0,0,0,0.5881320238,0.9610000253,0.6937779188,1
1,2,-40.18522818,116.2200056,120.0000358,0.3704468179,134.3746549,0.3704468179,0,0,0,0,0.5881320238,0.9610000253,0.6937779188,1
1,7,30,49.21767816,120.0000358,20,0.37,0.3704468179,0,0,0,0,0.5881320238,0.9610000253,0.6937779188,1
1,8,-30.00000477,49.21767816,120.0000358,20,0.37,0.3704468179,0,0,0,0,0.5881320238,0.9610000253,0.6937779188,1
2,8,0,49.21767816,80.00002384,40,40,40,0,0,0,0,0,1,0,1
1,2,40.18522341,116.2200056,80.00002384,0.3704468179,134.3746549,0.3704468179,0,0,0,0,0.5881320238,0.9610000253,0.6937779188,1
1,4,-40.18522818,116.2200056,80.00002384,0.3704468179,134.3746549,0.3704468179,0,0,0,0,0.5881320238,0.9610000253,0.6937779188,1
1,4,30,49.21767816,80.00002384,20,0.37,0.3704468179,0,0,0,0,0.5881320238,0.9610000253,0.6937779188,1
1,6,-30.00000477,49.21767816,80.00002384,20,0.37,0.3704468179,0,0,0,0,0.5881320238,0.9610000253,0.6937779188,1
2,8,0,49.21767816,40.00001192,40,40,40,0,0,0,0,0,0,1,1
1,1,40.18522341,116.2200056,40.00001192,0.3704468179,134.3746549,0.3704468179,0,0,0,0,0.5881320238,0.9610000253,0.6937779188,1
1,1,-40.18522818,116.2200056,40.00001192,0.3704468179,134.3746549,0.3704468179,0,0,0,0,0.5881320238,0.9610000253,0.6937779188,1
1,2,30,49.21767816,40.00001192,20,0.37,0.3704468179,0,0,0,0,0.5881320238,0.9610000253,0.6937779188,1
1,6,-30.00000477,49.21767816,40.00001192,20,0.37,0.3704468179,0,0,0,0,0.5881320238,0.9610000253,0.6937779188,1
2,8,0,49.21767816,0,40,40,40,0,0,0,0,1,1,0,1
1,4,40.18522341,116.2200056,-2.612771572e-014,0.3704468179,134.3746549,0.3704468179,0,0,0,0,0.5881320238,0.9610000253,0.6937779188,1
1,9,-40.18522818,116.2200056,-1.091695947e-014,0.3704468179,134.3746549,0.3704468179,0,0,0,0,0.5881320238,0.9610000253,0.6937779188,1
1,0,30,49.21767816,3.793285361e-014,20,0.37,0.3704468179,0,0,0,0,0.5881320238,0.9610000253,0.6937779188,1
1,3,-30.00000477,49.21767816,1.405815294e-015,20,0.37,0.3704468179,0,0,0,0,0.5881320238,0.9610000253,0.6937779188,1
2,8,0,49.21767816,-40.00001192,40,40,40,0,0,0,0,0,0,1,1
1,6,40.18522341,116.2200056,-40.00001192,0.3704468179,134.3746549,0.3704468179,0,0,0,0,0.5881320238,0.9610000253,0.6937779188,1
1,5,-40.18522818,116.2200056,-40.00001192,0.3704468179,134.3746549,0.3704468179,0,0,0,0,0.5881320238,0.9610000253,0.6937779188,1
1,6,30,49.21767816,-40.00001192,20,0.37,0.3704468179,0,0,0,0,0.5881320238,0.9610000253,0.6937779188,1
1,4,-30.00000477,49.21767816,-40.00001192,20,0.37,0.3704468179,0,0,0,0,0.5881320238,0.9610000253,0.6937779188,1
2,8,0,53.79008069,-114.7308621,40,40,40,1,-0,0,15,0,1,0,1
1,1,40.18522341,118.5093583,-97.38938378,0.3704468179,134.3746549,0.3704468179,1,-0,0,15,0.5881320238,0.9610000253,0.6937779188,1
1,5,-40.18522818,118.5093583,-97.38938378,0.3704468179,134.3746549,0.3704468179,1,-0,0,15,0.5881320238,0.9610000253,0.6937779188,1
1,7,30,53.79007977,-114.7308622,20,0.37,0.3704468179,1,-0,0,15,0.5881320238,0.9610000253,0.6937779188,1
1,3,-30.00000477,53.79007977,-114.7308622,20,0.37,0.3704468179,1,-0,0,15,0.5881320238,0.9610000253,0.6937779188,1
2,7,-4.263256415e-014,88.4729813,-214.8864497,40,40,40,1,-0,0,45,1,0,0,1
1,7,40.18522341,135.8507789,-167.5086506,0.3704468179,134.3746549,0.3704468179,1,-0,0,45,0.5881320238,0.9610000253,0.6937779188,1
1,2,-40.18522818,135.8507789,-167.5086506,0.3704468179,134.3746549,0.3704468179,1,-0,0,45,0.5881320238,0.9610000253,0.6937779188,1
1,5,30,88.47297877,-214.8864507,20,0.37,0.3704468179,1,-0,0,45,0.5881320238,0.9610000253,0.6937779188,1
1,5,-30.00000477,88.47297877,-214.8864507,20,0.37,0.3704468179,1,-0,0,45,0.5881320238,0.9610000253,0.6937779188,1
1,9,40,182.5,0,5,5,300,0,0,0,0,0.2877698839,0.2877698839,0.2877698839,1
1,2,-40,182.5,0,5,5,300,0,0,0,0,0.2877698839,0.2877698839,0.2877698839,1
1,6,60,95,152.5,5,180,5,0,0,0,0,0.2877698839,0.2877698839,0.2877698839,1
1,4,-60,95,152.5,5,180,5,0,0,0,0,0.2877698839,0.2877698839,0.2877698839,1
1,1,0,182.5,152.5,115,5,5,0,0,0,0,0.2877698839,0.2877698839,0.2877698839,1
1,6,60,95,-152.5,5,180,5,0,0,0,0,0.2877698839,0.2877698839,0.2877698839,1
1,4,-60,95,-152.5,5,180,5,0,0,0,0,0.2877698839,0.2877698839,0.2877698839,1
1,3,0,182.5,-152.5,115,5,5,0,0,0,0,0.2877698839,0.2877698839,0.2877698839,1
1,4,0,2.5,0,185.6310387,5,379.0186162,0,0,0,0,0.7870000005,0.7870000005,0.7870000005,1
