1,8,0,80,0,612.5,40,612.5,0,0,0,0,1,1,1,1
1,3,0,120,0,535.9375,40,535.9375,0,0,0,0,0,0,1,1
1,1,0,160,0,468.9453125,40,468.9453125,0,0,0,0,1,1,1,1
1,9,0,200,0,410.3271484,40,410.3271484,0,0,0,0,0,0,1,1
1,0,0,240,0,359.0362549,40,359.0362549,0,0,0,0,1,1,1,1
1,5,0,280,0,314.156723,40,314.156723,0,0,0,0,0,0,1,1
1,5,0,320,0,274.8871326,40,274.8871326,0,0,0,0,1,1,1,1
1,7,0,360,0,240.5262411,40,240.5262411,0,0,0,0,0,0,1,1
1,6,0,400,0,210.4604609,40,210.4604609,0,0,0,0,1,1,1,1
1,6,0,440,0,184.1529033,40,184.1529033,0,0,0,0,0,0,1,1
1,5,0,480,0,161.1337904,40,161.1337904,0,0,0,0,1,1,1,1
1,8,0,520,0,140.9920666,40,140.9920666,0,0,0,0,0,0,1,1
1,1,0,560,0,123.3680583,40,123.3680583,0,0,0,0,1,1,1,1
1,6,0,600,0,107.947051,40,107.947051,0,0,0,0,0,0,1,1
1,9,0,640,0,94.45366962,40,94.45366962,0,0,0,0,1,1,1,1
1,9,0,680,0,82.64696091,40,82.64696091,0,0,0,0,0,0,1,1
1,9,0,720,0,72.3160908,40,72.3160908,0,0,0,0,1,1,1,1
1,3,0,760,0,63.27657945,40,63.27657945,0,0,0,0,0,0,1,1
1,6,0,800,0,55.36700702,40,55.36700702,0,0,0,0,1,1,1,1
1,6,0,840,0,48.44613114,40,48.44613114,0,0,0,0,0,0,1,1
1,7,0,880,0,42.39036475,40,42.39036475,0,0,0,0,1,1,1,1
1,3,0,920,0,37.09156916,40,37.09156916,0,0,0,0,0,0,1,1
1,8,0,960,0,32.45512301,40,32.45512301,0,0,0,0,1,1,1,1
1,7,0,-80,0,612.5,40,612.5,0,0,0,0,1,1,1,1
1,4,0,-120,0,535.9375,40,535.9375,0,0,0,0,0,0,1,1
1,9,0,-160,0,468.9453125,40,468.9453125,0,0,0,0,1,1,1,1
1,1,0,-200,0,410.3271484,40,410.3271484,0,0,0,0,0,0,1,1
1,9,0,-240,0,359.0362549,40,359.0362549,0,0,0,0,1,1,1,1
1,2,0,-280,0,314.156723,40,314.156723,0,0,0,0,0,0,1,1
1,2,0,-320,0,274.8871326,40,274.8871326,0,0,0,0,1,1,1,1
1,7,0,-360,0,240.5262411,40,240.5262411,0,0,0,0,0,0,1,1
1,7,0,-400,0,210.4604609,40,210.4604609,0,0,0,0,1,1,1,1
1,1,0,-440,0,184.1529033,40,184.1529033,0,0,0,0,0,0,1,1
1,1,0,-480,0,161.1337904,40,161.1337904,0,0,0,0,1,1,1,1
1,8,0,-520,0,140.9920666,40,140.9920666,0,0,0,0,0,0,1,1
1,7,0,-560,0,123.3680583,40,123.3680583,0,0,0,0,1,1,1,1
1,6,0,-600,0,107.947051,40,107.947051,0,0,0,0,0,0,1,1
1,0,0,-640,0,94.45366962,40,94.45366962,0,0,0,0,1,1,1,1
1,7,0,-680,0,82.64696091,40,82.64696091,0,0,0,0,0,0,1,1
1,2,0,-720,0,72.3160908,40,72.3160908,0,0,0,0,1,1,1,1
1,5,0,-760,0,63.27657945,40,63.27657945,0,0,0,0,0,0,1,1
1,3,0,-800,0,55.36700702,40,55.36700702,0,0,0,0,1,1,1,1
1,4,0,-840,0,48.44613114,40,48.44613114,0,0,0,0,0,0,1,1
1,5,0,-880,0,42.39036475,40,42.39036475,0,0,0,0,1,1,1,1
1,4,0,-920,0,37.09156916,40,37.09156916,0,0,0,0,0,0,1,1
1,3,0,-960,0,32.45512301,40,32.45512301,0,0,0,0,1,1,1,1
0,0,0,-980,0,800,800,1,1,0,0,-90,1,1,0,1
0,5,0,980,0,800,800,1,1,-0,0,90,1,1,0,1
0,1,-400,0,0,800,1960,1,-0,1,0,90,1,1,0,1
0,0,400,0,0,800,1960,1,-0,1,0,-90,1,1,0,1
2,8,246.25,0,246.2499928,120,120,120,0,0,0,0,1,0,0,1
2,8,-246.2499857,0,246.2499928,120,120,120,0,0,0,0,1,0,0,1
2,8,-246.2499857,0,-246.2499714,120,120,120,0,0,0,0,1,0,0,1
2,8,246.25,0,-246.2499714,120,120,120,0,0,0,0,1,0,0,1
